ReferenceID	uniqueReadCount	totalReadCount	multimapAdjustedReadCount	multimapAdjustedBarcodeCount
hsa-mir-5692a-1:MI0019297:Homo:sapiens:miR-5692a-1:stem-loop	2	2	1.5	0.0
hsa-mir-1972-1:MI0009982:Homo:sapiens:miR-1972-1:stem-loop	2	3	1.5	0.0
hsa-mir-548h-5:MI0016751:Homo:sapiens:miR-548h-5:stem-loop	2	2	1.2	0.0
hsa-mir-548ax:MI0019286:Homo:sapiens:miR-548ax:stem-loop	1	1	1.0	0.0
hsa-mir-5696:MI0019303:Homo:sapiens:miR-5696:stem-loop	1	1	1.0	0.0
hsa-mir-3193:MI0014238:Homo:sapiens:miR-3193:stem-loop	1	1	1.0	0.0
hsa-mir-548x:MI0014244:Homo:sapiens:miR-548x:stem-loop	2	3	1.0	0.0
hsa-mir-657:MI0003681:Homo:sapiens:miR-657:stem-loop	1	1	1.0	0.0
hsa-mir-142:MI0000458:Homo:sapiens:miR-142:stem-loop	1	1	1.0	0.0
hsa-mir-33b:MI0003646:Homo:sapiens:miR-33b:stem-loop	1	1	1.0	0.0
hsa-mir-3153:MI0014180:Homo:sapiens:miR-3153:stem-loop	1	1	1.0	0.0
hsa-mir-5584:MI0019141:Homo:sapiens:miR-5584:stem-loop	1	1	1.0	0.0
hsa-mir-216b:MI0005569:Homo:sapiens:miR-216b:stem-loop	1	1	1.0	0.0
hsa-mir-5684:MI0019285:Homo:sapiens:miR-5684:stem-loop	1	1	1.0	0.0
hsa-mir-4485:MI0016846:Homo:sapiens:miR-4485:stem-loop	1	1	1.0	0.0
hsa-mir-124-3:MI0000445:Homo:sapiens:miR-124-3:stem-loop	1	1	1.0	0.0
hsa-mir-579:MI0003586:Homo:sapiens:miR-579:stem-loop	1	1	1.0	0.0
hsa-mir-5694:MI0019301:Homo:sapiens:miR-5694:stem-loop	1	1	1.0	0.0
hsa-mir-328:MI0000804:Homo:sapiens:miR-328:stem-loop	1	1	1.0	0.0
hsa-mir-5587:MI0019144:Homo:sapiens:miR-5587:stem-loop	1	1	1.0	0.0
hsa-mir-760:MI0005567:Homo:sapiens:miR-760:stem-loop	1	1	1.0	0.0
hsa-let-7c:MI0000064:Homo:sapiens:let-7c:stem-loop	1	1	1.0	0.0
hsa-mir-3927:MI0016435:Homo:sapiens:miR-3927:stem-loop	1	1	1.0	0.0
hsa-mir-3682:MI0016083:Homo:sapiens:miR-3682:stem-loop	1	1	1.0	0.0
hsa-mir-195:MI0000489:Homo:sapiens:miR-195:stem-loop	1	1	1.0	0.0
hsa-mir-648:MI0003663:Homo:sapiens:miR-648:stem-loop	1	1	1.0	0.0
hsa-mir-548ae-2:MI0016780:Homo:sapiens:miR-548ae-2:stem-loop	2	3	1.0	0.0
hsa-mir-3159:MI0014188:Homo:sapiens:miR-3159:stem-loop	1	1	1.0	0.0
hsa-mir-610:MI0003623:Homo:sapiens:miR-610:stem-loop	1	1	1.0	0.0
hsa-mir-200c:MI0000650:Homo:sapiens:miR-200c:stem-loop	1	1	1.0	0.0
hsa-mir-345:MI0000825:Homo:sapiens:miR-345:stem-loop	1	1	1.0	0.0
hsa-mir-10a:MI0000266:Homo:sapiens:miR-10a:stem-loop	1	1	1.0	0.0
hsa-mir-548ae-1:MI0016779:Homo:sapiens:miR-548ae-1:stem-loop	2	3	1.0	0.0
hsa-mir-4296:MI0015823:Homo:sapiens:miR-4296:stem-loop	1	1	1.0	0.0
hsa-mir-34b:MI0000742:Homo:sapiens:miR-34b:stem-loop	1	1	1.0	0.0
hsa-mir-25:MI0000082:Homo:sapiens:miR-25:stem-loop	1	1	1.0	0.0
hsa-mir-4470:MI0016821:Homo:sapiens:miR-4470:stem-loop	1	1	1.0	0.0
hsa-mir-935:MI0005757:Homo:sapiens:miR-935:stem-loop	1	1	1.0	0.0
hsa-mir-659:MI0003683:Homo:sapiens:miR-659:stem-loop	1	1	1.0	0.0
hsa-let-7a-2:MI0000061:Homo:sapiens:let-7a-2:stem-loop	2	2	0.6666666666666666	0.0
hsa-mir-5692a-2:MI0019298:Homo:sapiens:miR-5692a-2:stem-loop	1	1	0.5	0.0
