ReferenceID	uniqueReadCount	totalReadCount	multimapAdjustedReadCount	multimapAdjustedBarcodeCount
hsa-mir-19b-2:MI0000075:Homo:sapiens:miR-19b-2:stem-loop	21	74	37.5	0.0
hsa-mir-1307:MI0006444:Homo:sapiens:miR-1307:stem-loop	26	37	37.0	0.0
hsa-mir-4470:MI0016821:Homo:sapiens:miR-4470:stem-loop	19	36	36.0	0.0
hsa-mir-374a:MI0000782:Homo:sapiens:miR-374a:stem-loop	14	35	34.5	0.0
hsa-mir-148a:MI0000253:Homo:sapiens:miR-148a:stem-loop	17	34	34.0	0.0
hsa-mir-3939:MI0016596:Homo:sapiens:miR-3939:stem-loop	9	34	34.0	0.0
hsa-mir-1248:MI0006383:Homo:sapiens:miR-1248:stem-loop	22	33	33.0	0.0
hsa-mir-34a:MI0000268:Homo:sapiens:miR-34a:stem-loop	10	33	33.0	0.0
hsa-mir-3199-2:MI0014248:Homo:sapiens:miR-3199-2:stem-loop	27	53	31.5	0.0
hsa-mir-5091:MI0017980:Homo:sapiens:miR-5091:stem-loop	14	31	31.0	0.0
hsa-mir-194-2:MI0000732:Homo:sapiens:miR-194-2:stem-loop	15	31	31.0	0.0
hsa-mir-4517:MI0016883:Homo:sapiens:miR-4517:stem-loop	7	30	30.0	0.0
hsa-mir-1224:MI0003764:Homo:sapiens:miR-1224:stem-loop	11	30	30.0	0.0
hsa-mir-500b:MI0015903:Homo:sapiens:miR-500b:stem-loop	11	30	29.5	0.0
hsa-mir-5687:MI0019291:Homo:sapiens:miR-5687:stem-loop	6	29	29.0	0.0
hsa-mir-326:MI0000808:Homo:sapiens:miR-326:stem-loop	9	29	29.0	0.0
hsa-mir-5702:MI0019309:Homo:sapiens:miR-5702:stem-loop	13	28	28.0	0.0
hsa-mir-503:MI0003188:Homo:sapiens:miR-503:stem-loop	10	28	28.0	0.0
hsa-mir-196a-2:MI0000279:Homo:sapiens:miR-196a-2:stem-loop	11	28	28.0	0.0
hsa-mir-3941:MI0016598:Homo:sapiens:miR-3941:stem-loop	13	28	28.0	0.0
hsa-mir-3615:MI0016005:Homo:sapiens:miR-3615:stem-loop	14	26	26.0	0.0
hsa-mir-203b:MI0017343:Homo:sapiens:miR-203b:stem-loop	9	26	26.0	0.0
hsa-mir-6805:MI0022650:Homo:sapiens:miR-6805:stem-loop	10	25	25.0	0.0
hsa-mir-1301:MI0003815:Homo:sapiens:miR-1301:stem-loop	16	25	25.0	0.0
hsa-mir-581:MI0003588:Homo:sapiens:miR-581:stem-loop	9	25	25.0	0.0
hsa-mir-16-2:MI0000115:Homo:sapiens:miR-16-2:stem-loop	16	26	24.5	0.0
hsa-mir-7974:MI0025750:Homo:sapiens:miR-7974:stem-loop	4	24	24.0	0.0
hsa-mir-324:MI0000813:Homo:sapiens:miR-324:stem-loop	13	23	23.0	0.0
hsa-mir-4763:MI0017404:Homo:sapiens:miR-4763:stem-loop	16	23	23.0	0.0
hsa-mir-378a:MI0000786:Homo:sapiens:miR-378a:stem-loop	12	23	23.0	0.0
hsa-mir-98:MI0000100:Homo:sapiens:miR-98:stem-loop	12	23	23.0	0.0
hsa-mir-3199-1:MI0014247:Homo:sapiens:miR-3199-1:stem-loop	20	44	22.5	0.0
hsa-mir-6723:MI0022558:Homo:sapiens:miR-6723:stem-loop	19	22	22.0	0.0
hsa-mir-219a-1:MI0000296:Homo:sapiens:miR-219a-1:stem-loop	14	22	22.0	0.0
hsa-mir-1254-1:MI0006388:Homo:sapiens:miR-1254-1:stem-loop	8	43	21.5	0.0
hsa-mir-1254-2:MI0016747:Homo:sapiens:miR-1254-2:stem-loop	8	43	21.5	0.0
hsa-mir-28:MI0000086:Homo:sapiens:miR-28:stem-loop	9	21	21.0	0.0
hsa-mir-3189:MI0014233:Homo:sapiens:miR-3189:stem-loop	11	21	21.0	0.0
hsa-mir-7851:MI0025521:Homo:sapiens:miR-7851:stem-loop	8	21	21.0	0.0
hsa-mir-30c-2:MI0000254:Homo:sapiens:miR-30c-2:stem-loop	14	42	21.0	0.0
hsa-mir-30c-1:MI0000736:Homo:sapiens:miR-30c-1:stem-loop	14	42	21.0	0.0
hsa-mir-3913-1:MI0016417:Homo:sapiens:miR-3913-1:stem-loop	18	31	21.0	0.0
hsa-mir-4461:MI0016807:Homo:sapiens:miR-4461:stem-loop	17	20	20.0	0.0
hsa-mir-25:MI0000082:Homo:sapiens:miR-25:stem-loop	16	20	20.0	0.0
hsa-mir-6818:MI0022663:Homo:sapiens:miR-6818:stem-loop	7	19	19.0	0.0
hsa-mir-2277:MI0011284:Homo:sapiens:miR-2277:stem-loop	8	19	19.0	0.0
hsa-mir-92b:MI0003560:Homo:sapiens:miR-92b:stem-loop	10	19	19.0	0.0
hsa-let-7a-2:MI0000061:Homo:sapiens:let-7a-2:stem-loop	16	53	18.583333333333336	0.0
hsa-mir-4426:MI0016765:Homo:sapiens:miR-4426:stem-loop	16	18	18.0	0.0
hsa-mir-4713:MI0017347:Homo:sapiens:miR-4713:stem-loop	12	18	18.0	0.0
hsa-mir-361:MI0000760:Homo:sapiens:miR-361:stem-loop	15	18	18.0	0.0
hsa-mir-556:MI0003562:Homo:sapiens:miR-556:stem-loop	11	18	18.0	0.0
hsa-mir-636:MI0003651:Homo:sapiens:miR-636:stem-loop	8	17	17.0	0.0
hsa-mir-3190:MI0014235:Homo:sapiens:miR-3190:stem-loop	13	17	17.0	0.0
hsa-mir-1262:MI0006397:Homo:sapiens:miR-1262:stem-loop	8	17	17.0	0.0
hsa-mir-3200:MI0014249:Homo:sapiens:miR-3200:stem-loop	8	17	17.0	0.0
hsa-mir-455:MI0003513:Homo:sapiens:miR-455:stem-loop	6	16	16.0	0.0
hsa-mir-622:MI0003636:Homo:sapiens:miR-622:stem-loop	6	16	16.0	0.0
hsa-mir-3116-1:MI0014128:Homo:sapiens:miR-3116-1:stem-loop	3	17	15.5	0.0
hsa-mir-548s:MI0014141:Homo:sapiens:miR-548s:stem-loop	7	15	15.0	0.0
hsa-mir-345:MI0000825:Homo:sapiens:miR-345:stem-loop	10	15	15.0	0.0
hsa-mir-3912:MI0016416:Homo:sapiens:miR-3912:stem-loop	6	15	15.0	0.0
hsa-mir-632:MI0003647:Homo:sapiens:miR-632:stem-loop	14	15	15.0	0.0
hsa-let-7d:MI0000065:Homo:sapiens:let-7d:stem-loop	12	15	15.0	0.0
hsa-mir-550a-3:MI0003762:Homo:sapiens:miR-550a-3:stem-loop	8	15	15.0	0.0
hsa-mir-26a-1:MI0000083:Homo:sapiens:miR-26a-1:stem-loop	13	15	14.5	0.0
hsa-mir-6516:MI0025513:Homo:sapiens:miR-6516:stem-loop	14	14	14.0	0.0
hsa-mir-3678:MI0016079:Homo:sapiens:miR-3678:stem-loop	9	14	14.0	0.0
hsa-mir-500a:MI0003184:Homo:sapiens:miR-500a:stem-loop	4	14	13.5	0.0
hsa-mir-3609:MI0015999:Homo:sapiens:miR-3609:stem-loop	8	13	13.0	0.0
hsa-mir-3174:MI0014208:Homo:sapiens:miR-3174:stem-loop	5	13	13.0	0.0
hsa-mir-4690:MI0017323:Homo:sapiens:miR-4690:stem-loop	8	13	13.0	0.0
hsa-mir-1276:MI0006416:Homo:sapiens:miR-1276:stem-loop	7	13	13.0	0.0
hsa-mir-3164:MI0014194:Homo:sapiens:miR-3164:stem-loop	2	13	13.0	0.0
hsa-mir-5699:MI0019306:Homo:sapiens:miR-5699:stem-loop	9	13	13.0	0.0
hsa-mir-3133:MI0014153:Homo:sapiens:miR-3133:stem-loop	5	13	13.0	0.0
hsa-mir-3175:MI0014209:Homo:sapiens:miR-3175:stem-loop	12	13	13.0	0.0
hsa-mir-335:MI0000816:Homo:sapiens:miR-335:stem-loop	6	13	13.0	0.0
hsa-mir-4761:MI0017402:Homo:sapiens:miR-4761:stem-loop	3	13	13.0	0.0
hsa-mir-374b:MI0005566:Homo:sapiens:miR-374b:stem-loop	9	13	13.0	0.0
hsa-mir-2355:MI0015873:Homo:sapiens:miR-2355:stem-loop	10	13	13.0	0.0
hsa-mir-22:MI0000078:Homo:sapiens:miR-22:stem-loop	5	13	13.0	0.0
hsa-mir-1286:MI0006348:Homo:sapiens:miR-1286:stem-loop	8	13	13.0	0.0
hsa-mir-92a-1:MI0000093:Homo:sapiens:miR-92a-1:stem-loop	10	13	13.0	0.0
hsa-mir-941-2:MI0005764:Homo:sapiens:miR-941-2:stem-loop	20	61	12.199999999999992	0.0
hsa-mir-941-3:MI0005765:Homo:sapiens:miR-941-3:stem-loop	20	61	12.199999999999992	0.0
hsa-mir-941-1:MI0005763:Homo:sapiens:miR-941-1:stem-loop	20	61	12.199999999999992	0.0
hsa-mir-941-5:MI0031520:Homo:sapiens:miR-941-5:stem-loop	20	61	12.199999999999992	0.0
hsa-mir-941-4:MI0005766:Homo:sapiens:miR-941-4:stem-loop	20	61	12.199999999999992	0.0
hsa-mir-937:MI0005759:Homo:sapiens:miR-937:stem-loop	4	12	12.0	0.0
hsa-mir-499a:MI0003183:Homo:sapiens:miR-499a:stem-loop	8	12	12.0	0.0
hsa-let-7i:MI0000434:Homo:sapiens:let-7i:stem-loop	7	12	12.0	0.0
hsa-mir-4797:MI0017444:Homo:sapiens:miR-4797:stem-loop	5	12	12.0	0.0
hsa-mir-128-1:MI0000447:Homo:sapiens:miR-128-1:stem-loop	10	12	12.0	0.0
hsa-mir-4781:MI0017426:Homo:sapiens:miR-4781:stem-loop	8	12	12.0	0.0
hsa-mir-4444-1:MI0016787:Homo:sapiens:miR-4444-1:stem-loop	13	24	12.0	0.0
hsa-mir-5689:MI0019294:Homo:sapiens:miR-5689:stem-loop	10	12	12.0	0.0
hsa-mir-4444-2:MI0019111:Homo:sapiens:miR-4444-2:stem-loop	13	24	12.0	0.0
hsa-mir-671:MI0003760:Homo:sapiens:miR-671:stem-loop	10	12	12.0	0.0
hsa-mir-451a:MI0001729:Homo:sapiens:miR-451a:stem-loop	5	12	12.0	0.0
hsa-mir-30a:MI0000088:Homo:sapiens:miR-30a:stem-loop	12	12	11.5	0.0
hsa-mir-26a-2:MI0000750:Homo:sapiens:miR-26a-2:stem-loop	12	12	11.5	0.0
hsa-mir-1289-1:MI0006350:Homo:sapiens:miR-1289-1:stem-loop	9	12	11.5	0.0
hsa-mir-505:MI0003190:Homo:sapiens:miR-505:stem-loop	8	11	11.0	0.0
hsa-mir-3922:MI0016429:Homo:sapiens:miR-3922:stem-loop	4	11	11.0	0.0
hsa-mir-1278:MI0006425:Homo:sapiens:miR-1278:stem-loop	8	11	11.0	0.0
hsa-mir-375:MI0000783:Homo:sapiens:miR-375:stem-loop	10	11	11.0	0.0
hsa-mir-542:MI0003686:Homo:sapiens:miR-542:stem-loop	7	11	11.0	0.0
hsa-mir-501:MI0003185:Homo:sapiens:miR-501:stem-loop	8	11	11.0	0.0
hsa-mir-3646:MI0016046:Homo:sapiens:miR-3646:stem-loop	5	11	11.0	0.0
hsa-mir-3146:MI0014172:Homo:sapiens:miR-3146:stem-loop	7	11	11.0	0.0
hsa-mir-8485:MI0027288:Homo:sapiens:miR-8485:stem-loop	5	11	11.0	0.0
hsa-mir-548f-1:MI0006374:Homo:sapiens:miR-548f-1:stem-loop	11	25	10.75	0.0
hsa-mir-548ac:MI0016762:Homo:sapiens:miR-548ac:stem-loop	3	11	10.25	0.0
hsa-mir-4424:MI0016763:Homo:sapiens:miR-4424:stem-loop	3	10	10.0	0.0
hsa-mir-3065:MI0014228:Homo:sapiens:miR-3065:stem-loop	6	10	10.0	0.0
hsa-mir-450a-2:MI0003187:Homo:sapiens:miR-450a-2:stem-loop	6	10	10.0	0.0
hsa-mir-3913-2:MI0016418:Homo:sapiens:miR-3913-2:stem-loop	13	20	10.0	0.0
hsa-mir-1256:MI0006390:Homo:sapiens:miR-1256:stem-loop	8	10	10.0	0.0
hsa-mir-371a:MI0000779:Homo:sapiens:miR-371a:stem-loop	8	10	10.0	0.0
hsa-mir-5094:MI0017983:Homo:sapiens:miR-5094:stem-loop	8	10	10.0	0.0
hsa-mir-589:MI0003599:Homo:sapiens:miR-589:stem-loop	9	10	10.0	0.0
hsa-mir-3613:MI0016003:Homo:sapiens:miR-3613:stem-loop	7	10	10.0	0.0
hsa-mir-548k:MI0006354:Homo:sapiens:miR-548k:stem-loop	4	10	10.0	0.0
hsa-mir-5087:MI0017976:Homo:sapiens:miR-5087:stem-loop	6	9	9.0	0.0
hsa-mir-4708:MI0017341:Homo:sapiens:miR-4708:stem-loop	6	9	9.0	0.0
hsa-mir-4771-1:MI0017412:Homo:sapiens:miR-4771-1:stem-loop	10	18	9.0	0.0
hsa-mir-3074:MI0014181:Homo:sapiens:miR-3074:stem-loop	3	9	9.0	0.0
hsa-mir-940:MI0005762:Homo:sapiens:miR-940:stem-loop	7	9	9.0	0.0
hsa-mir-4771-2:MI0017413:Homo:sapiens:miR-4771-2:stem-loop	10	18	9.0	0.0
hsa-mir-625:MI0003639:Homo:sapiens:miR-625:stem-loop	5	9	9.0	0.0
hsa-mir-939:MI0005761:Homo:sapiens:miR-939:stem-loop	9	9	9.0	0.0
hsa-mir-16-1:MI0000070:Homo:sapiens:miR-16-1:stem-loop	7	10	8.5	0.0
hsa-mir-548n:MI0006399:Homo:sapiens:miR-548n:stem-loop	9	9	8.5	0.0
hsa-mir-2116:MI0010635:Homo:sapiens:miR-2116:stem-loop	6	8	8.0	0.0
hsa-mir-6877:MI0022724:Homo:sapiens:miR-6877:stem-loop	7	8	8.0	0.0
hsa-mir-600:MI0003613:Homo:sapiens:miR-600:stem-loop	6	8	8.0	0.0
hsa-mir-454:MI0003820:Homo:sapiens:miR-454:stem-loop	7	8	8.0	0.0
hsa-mir-548w:MI0014222:Homo:sapiens:miR-548w:stem-loop	5	8	8.0	0.0
hsa-mir-5697:MI0019304:Homo:sapiens:miR-5697:stem-loop	3	8	8.0	0.0
hsa-mir-3687-1:MI0016088:Homo:sapiens:miR-3687-1:stem-loop	12	16	8.0	0.0
hsa-mir-301b:MI0005568:Homo:sapiens:miR-301b:stem-loop	7	8	8.0	0.0
hsa-mir-3687-2:MI0031515:Homo:sapiens:miR-3687-2:stem-loop	12	16	8.0	0.0
